fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
KRISTIN,Transport ,The well stream is processed at Kristin and the gas is transported via the Åsgard Transport System (ÅTS) to the Kårstø terminal. Light oil is transferred to the Åsgard C facility for storage and export. Condensate from Kristin is sold as oil.,1854729,03.06.2019,17.02.2021
KRISTIN,Status ,"Kristin production is in the tail phase. The reservoir pressure has decreased faster than expected, leading to challenges such as production of water and sand. Total recovery from the field is therefore expected to be lower than the PDO estimates. Kristin is considered a possible processing centre for several discoveries in the area.",1854729,25.02.2020,17.02.2021
KVITEBJØRN,Status ,Drilling on Kvitebjørn is challenging because of low reservoir pressure. New drilling targets are time-critical. Evaluation of new technical concepts for drilling wells with high differential pressures will be a focus area. Work is ongoing to mature new drillings targets.,1036101,14.02.2020,17.02.2021
KVITEBJØRN,Development ,"Kvitebjørn is a field in the Tampen area in the northern part of the North Sea, 15 kilometres southeast of the Gullfaks field. The water depth is 190 metres. Kvitebjørn was discovered in 1994, and the plan for development and operations (PDO) was approved in 2000. The field is developed with an integrated accommodation, drilling and processing facility with a steel jacket. Production started in 2004. An amended PDO including several deposits and prospects was approved in 2006.",1036101,14.02.2020,17.02.2021
KVITEBJØRN,Reservoir ,"Kvitebjørn produces gas and condensate from Middle Jurassic sandstone in the Brent Group. Secondary reservoirs are in the Lower Jurassic Cook Formation and Upper Triassic Statfjord Group. The reservoirs lie at a depth of 4,000 metres and initially had high pressure and high temperature (HPHT). The reservoir quality is good.",1036101,14.02.2020,17.02.2021
KVITEBJØRN,Recovery ,The field is produced by pressure depletion. Gas pre-compression started in 2014 and has increased the gas recovery from the field.,1036101,16.03.2018,17.02.2021
KVITEBJØRN,Transport ,"Rich gas is transported through the Kvitebjørn Gas Pipeline to the Kollsnes terminal, while condensate is transported in a pipeline tied to the Troll Oil Pipeline II and further to the Mongstad terminal.",1036101,14.02.2020,17.02.2021
LILLE-FRIGG,Status ,The field was shut down in 1999 and the installation was removed in 2001.,43583,16.03.2018,17.02.2021
LILLE-FRIGG,Development ,"Lille-Frigg is a field in the central part of the North Sea, 16 kilometres east of the Frigg field. The water depth is 110 metres. Lille-Frigg was discovered in 1975, and the plan for development and operation (PDO) was approved in 1991. The field was developed with a subsea installation with three production wells tied-back to the Frigg field. Production started in 1994. ",43583,25.04.2019,17.02.2021
LILLE-FRIGG,Reservoir ,"The Lille-Frigg field produced gas and condensate from sandstone of Jurassic age in the Brent Group. The reservoir lies at a depth of 3,650 metres.",43583,26.02.2020,17.02.2021
LILLE-FRIGG,Recovery ,The field was produced by pressure depletion.,43583,16.03.2018,17.02.2021
LILLE-FRIGG,Transport ,The well stream was transported directly to the Frigg field for processing. The gas was transported via pipeline to St Fergus in the UK. Stabilised condensate was transported via Frostpipe to the Oseberg field and onward to the Sture terminal.,43583,16.03.2018,17.02.2021
MARIA,Development ,"Maria is a field on Haltenbanken in the Norwegian Sea, 25 kilometres east of the Kristin field. The water depth is 300 metres. Maria was discovered in 2010, and the plan for development and production (PDO) was approved in 2015. The field is developed as a subsea tie-back with two templates. There are five producers and two water injectors on the field. Gas for gas lift is supplied from the Åsgard B facility via the Tyrihans D template. Sulphate-reduced water for injection is supplied from Heidrun. Production started in 2017.",26465170,14.02.2020,17.02.2021
MARIA,Reservoir ,"Maria produces oil and gas from the Middle Jurassic Garn Formation. The formation is 90-100 metres thick and consists of massive sandstone with shale layers. The reservoir quality is best in the southern part of the deposit. The underlying Tilje and Ile Formations are aquiferous. The reservoir lies at a depth of 3,800 metres. ",26465170,25.04.2019,17.02.2021
MARIA,Recovery ,The field is produced by water injection for pressure support. The wells are equipped with gas lift.,26465170,16.03.2018,17.02.2021
MARIA,Transport ,"The well stream is routed to the Kristin platform for processing and further export together with the gas and oil from the Kristin and Tyrihans fields. Stabilised oil is transported from Kristin to Åsgard C and further offloaded to shuttle tankers. The rich gas is sent via the Åsgard Transport System (ÅTS) to the Kårstø terminal, where NGL and condensate is extracted.",26465170,16.03.2018,17.02.2021
MARIA,Status ,"Production has been lower than forecasted since start-up, due to limited reservoir communication and pressure support from the water injectors. Based on the production experience, total recovery from the field is expected to be lower than the PDO estimates. Work is ongoing to increase production, and drilling of more wells is being evaluated to increase recovery from the field.",26465170,25.02.2020,17.02.2021
MARTIN LINGE,Development ,"Martin Linge is a field near the border to the UK sector in the northern part of the North Sea, 42 kilometres west of the Oseberg field. The water depth is 115 metres. Martin Linge was discovered in 1978, and the plan for development and operations (PDO) was approved in 2012. The development concept is a fully integrated fixed production platform and a floating, storage and offloading unit (FSO) for oil storage. A mobile jack-up rig is utilised for the drilling of production wells. The installation will be supplied with power from shore. A PDO exemption for the Herja discovery and the Hervor prospect was granted in 2017.",21675447,18.02.2020,17.02.2021
MARTIN LINGE,Reservoir ,"The main reservoir contains gas and condensate at high pressure and high temperature (HPHT), and is structurally complex. Three reservoirs are in sandstone of Middle Jurassic age in the Brent Group, at depths of 3,700-4,400 metres. Oil also occurs in the Frigg Formation of Eocene age; the reservoir is at a depth of 1,750 metres and has good quality. ",21675447,25.04.2019,17.02.2021
MARTIN LINGE,Recovery ,The gas reservoir will be produced by pressure depletion. Oil production from the Eocene reservoir will be supported by natural aquifer drive and gas lift. Produced water will be reinjected.,21675447,16.03.2018,17.02.2021
MARTIN LINGE,Transport ,"Rich gas will be transported to the Frigg UK pipeline (FUKA), and on to the Shell-Esso Gas and Liquid (SEGAL) terminal at St Fergus in the UK. Oil and condensate will be exported via tankers from the FSO.",21675447,16.03.2018,17.02.2021
MARTIN LINGE,Status ,The field is under development. The platform jacket was installed on the field in 2014 and the topside modules in 2018. Production is planned to start in mid-2020.,21675447,18.02.2020,17.02.2021
MARULK,Status ,"Production from Marulk is limited by the commercial agreement with the Norne licensees and the gas handling capacity on the Norne FPSO. Excess capacity in recent years has made it possible to process larger volumes of gas from Marulk. In 2019, a new production well was drilled in the Lange Formation.",18212090,14.02.2020,17.02.2021
MARULK,Transport ,The well stream is sent to the Norne FPSO for processing. The gas is then transported via the Åsgard Transport System (ÅTS) to the Kårstø terminal.,18212090,16.03.2018,17.02.2021
MARULK,Recovery ,The field is produced by pressure depletion.,18212090,16.03.2018,17.02.2021
MARULK,Reservoir ,"Marulk produces gas from Cretaceous sandstone in the Lysing Formation. The reservoir lies at a depth of 2,800 metres. Gas is also present in Cretaceous sandstone in the Lange Formation. Both reservoirs are in turbidite fans and have moderate to good quality.",18212090,14.02.2020,17.02.2021
MARULK,Development ,"Marulk is a field in the Norwegian Sea, 25 kilometres southwest of the Norne field. The water depth is 370 metres. Marulk was discovered in 1992, and the plan for development and operation (PDO) was approved in 2010. The field is developed with a subsea template tied-back to the production, storage and offloading vessel (FPSO) Norne. Production started in 2012.",18212090,14.02.2020,17.02.2021
MIKKEL,Status ,The pressure decline in the reservoir has been less than anticipated. This has resulted in increased recoverable volumes compared to PDO estimates. Installation of the Åsgard subsea gas compressor has accelerated and prolonged gas production from the field. A stable supply of gas with low CO2 content from the Mikkel field is important for dilution of gas with high CO2 content from the Kristin field in the Åsgard Transport System.,1630514,17.02.2021,17.02.2021
